Produtos;Embal;Operacoeses Comerciais;Itens Vendidos;Quantidade;Valor;% Part.;Custo Total;$ Lucrativ.;% Lucrativ.;;;out/21;set/21;ago/21;jul/21;jun/21;mai/21;abr/21;mar/21;fev/21;jan/21;dez/20;nov/20;out/20;set/20;ago/20;jul/20;jun/20;mai/20;abr/20;mar/20;fev/20;jan/20;dez/19;nov/19;out/19;set/19;ago/19;jul/19;jun/19;mai/19;abr/19;mar/19;fev/19;jan/19;dez/18;nov/18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.03.096 - CORAL DECORA GL;UNIDA;12;1;1;R$ 140;0;0;40%;R$ 79;66;;R$ 60;34;7574;70%;;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ERVA-DOCE - A2 - READY MIX - TOQUE DE SEDA;3.2L;1574;1;1;R$ 139;90;0;40%;R$ 140;15;;R$ 0;25;-17;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - RELVA VERDE - C2 - CORAL - FOSCO COMPLETO;3.2L;1574;1;1;R$ 139;71;0;40%;R$ 92;78;;R$ 46;93;5058;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ALPES SUICOS - A2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 139;53;0;40%;R$ 139;53;; R$ -   ;0;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ZZ.SH.000 - ROSA VALENTIM - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 139;50;0;40%;R$ 77;85;;R$ 61;65;7919;10%;;0;0;139;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - MEIA-LUZ - A2 - SELFCOLOR - TOQUE DE SEDA;800ML;1574;2;2;R$ 139;50;0;40%;R$ 75;77;;R$ 63;73;8411;0%;;75;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - P154 - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 139;50;0;40%;R$ 89;69;;R$ 49;81;5553;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25.03.016 - SUPER BONDER 5 GR;UNIDA;11;11;11;R$ 139;44;0;40%;R$ 60;39;;R$ 79;5;13089;90%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;70;25;40;0;0;12;70;0;0;38;10;0;0;0;0;0;0;25;14;25;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
"33.04.017 - ESPATULA 2151 11/2"" ACO POLIDO TIGRE;UNIDA;11;11;11; R$ 139";35;0;40%;R$ 46;97;R$ 92;38;19667;90%;;;0;0;0;0;12;70;0;0;0;0;0;0;0;0;12;70;25;40;0;0;38;10;25;40;12;35;0;0;12;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ZZ.SW.000 - CHAMEGO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;2;2;R$ 139;33;0;40%;R$ 85;69;;R$ 53;64;6259;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - CASTELO DE AREIA - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 139;19;0;40%;R$ 80;34;;R$ 58;85;7325;10%;;0;0;139;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
"33.05.017 - TRINCHA TIGRE 696 2""1/2;UNIDA;9;9;11; R$ 138";99;0;40%;R$ 155;54;-R$ 16;55;-1064;0%;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;39;89;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ZZ.SW.000 - CALIPSO - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;2;2;R$ 138;34;0;40%;R$ 78;14;;R$ 60;20;7704;10%;;0;0;0;0;138;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - CINZA MONTANHA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;3;3;R$ 138;30;0;40%;R$ 74;49;;R$ 63;81;8566;30%;;51;50;0;0;45;60;0;0;0;0;0;0;41;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12.03.006 - WANDEPOXY CATALISADOR BASE;UNIDA;1;1;2;R$ 138;0;0;40%;R$ 75;26;;R$ 62;74;8336;40%;;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - FOLHA DE CHA VERDE - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;2;R$ 137;98;0;40%;R$ 75;6;;R$ 62;92;8382;60%;;137;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - AZUL DEL REY (PAD. EBA) - C2 - READY MIX - FOSCO COMPLETO;800ML;1574;1;2;R$ 137;90;0;40%;R$ 90;8;;R$ 47;82;5308;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37.01.005 - BOTINA DE ELASTANO 42;UNIDA;2;2;2;R$ 137;76;0;40%;R$ 67;6;;R$ 70;70;10542;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;88;0;0;0;0;68;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - PRETO FLORESTA - C2 - CORAL - FOSCO COMPLETO;3.2L;1574;1;1;R$ 137;68;0;40%;R$ 88;38;;R$ 49;30;5578;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - BOMBOCADO - VY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 137;62;0;40%;R$ 81;80;;R$ 55;82;6824;0%;;0;0;0;0;0;0;137;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - ESTRADA A FORA - Z - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 137;50;0;40%;R$ 84;55;;R$ 52;95;6262;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - DUBAI - A2 - READY MIX - FOSCO COMPLETO;800ML;1574;3;3;R$ 137;40;0;40%;R$ 94;83;;R$ 42;57;4489;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - AMARELO MARGARIDA - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 137;30;0;40%;R$ 75;25;;R$ 62;5;8245;80%;;0;0;0;0;137;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - CINZA ELEFANTE - Z - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 137;12;0;40%;R$ 84;50;;R$ 52;62;6227;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - AREIA DO SAARA - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 136;70;0;40%;R$ 74;43;;R$ 62;27;8366;30%;;0;0;0;0;136;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - DOVER WHITE - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 136;67;0;40%;R$ 80;44;;R$ 56;23;6990;30%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - PETUNIA ROSA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 136;65;0;40%;R$ 97;82;;R$ 38;83;3969;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - MARQUIS ORANGE - VY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 136;62;0;40%;R$ 81;17;;R$ 55;45;6831;30%;;0;0;0;0;0;0;0;0;0;0;136;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33.04.010 - ROLO RESIFACIL TIGRE 15 CM;UNIDA;6;6;7;R$ 136;50;0;40%;R$ 40;25;;R$ 96;25;23913;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;50;19;50;0;0;0;0;0;0;0;0;0;0;39;0;58;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.05.023 - ESMALTE NOVA COR BRILH AZUL FRANCA 1/16;UNIDA;10;10;11;R$ 136;38;0;40%;R$ 58;42;;R$ 77;96;13344;70%;;0;0;14;90;0;0;0;0;12;90;0;0;0;0;0;0;0;0;11;1;0;0;11;50;34;47;0;0;0;0;25;80;0;0;0;0;12;90;0;0;0;0;0;0;0;0;0;0;12;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - LANCA-DE-SAO-JORGE - VY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 136;32;0;40%;R$ 121;43;;R$ 14;89;1226;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - CASCA DE LARANJA SW 6636 MET ACR FOSCO - METALATEX ACRILICO;3.2L;1687;1;1;R$ 136;21;0;40%;R$ 74;85;;R$ 61;36;8197;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - BURGUNDY - W - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 136;8;0;40%;R$ 85;70;;R$ 50;38;5878;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - HOLLAND TILE - Z - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;1;1;R$ 136;4;0;40%;R$ 81;84;;R$ 54;20;6622;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CROISSANT - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 135;92;0;40%;R$ 97;29;;R$ 38;63;3970;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34.01.014 - VIAFIX (BIANCO) 18 KG;UNIDA;1;1;1;R$ 135;90;0;40%;R$ 78;43;;R$ 57;47;7327;60%;;0;0;0;0;0;0;135;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - SORVETE DE PESSEGO - B2 - SELFCOLOR - TOQUE DE SEDA;800ML;1574;2;2;R$ 135;83;0;40%;R$ 82;56;;R$ 53;27;6452;30%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;98;65;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16.03.026 - LIXA MASSA 80;UNIDA;176;18;85;R$ 135;80;0;40%;R$ 55;65;;R$ 80;15;14402;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;60;20;80;65;60;36;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - REDE DE DORMIR - C2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 135;61;0;40%;R$ 87;22;;R$ 48;39;5548;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - SELVA - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 135;58;0;40%;R$ 98;61;;R$ 36;97;3749;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - TREVO PALIDO - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 135;50;0;40%;R$ 75;34;;R$ 60;16;7985;10%;;0;0;0;0;135;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - PLANETA AZUL - B2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;1;1;R$ 135;47;0;40%;R$ 88;70;;R$ 46;77;5272;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - DIA DE CHUVA - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;3.2L;231;1;1;R$ 135;40;0;40%;R$ 78;26;;R$ 57;14;7301;30%;;0;0;135;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.24.009 - VERNIZ SW FILTRO SOLAR ACETINADO MOGNO GL;UNIDA;1;1;1;R$ 135;0;0;40%;R$ 69;29;;R$ 65;71;9483;30%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - DELICIA DE ABACAXI - XY - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;2;2;R$ 134;97;0;40%;R$ 76;69;;R$ 58;28;7599;40%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;64;0;0;0;0;0;0;0;0;0;0;35;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - EXPEDICAO MARITIMA - A2 - CORAL - FOSCO COMPLETO;3.2L;1574;1;1;R$ 134;89;0;40%;R$ 96;52;;R$ 38;37;3975;30%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - AZUL-PROFUNDO - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;2;R$ 134;68;0;30%;R$ 87;22;;R$ 47;46;5441;40%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CROMIO - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;2;3;R$ 134;61;0;30%;R$ 67;14;;R$ 67;47;10049;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;87;89;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - ROSA CHARMOSA - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 134;60;0;30%;R$ 75;54;;R$ 59;6;7818;40%;;0;0;0;0;0;0;134;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CARTAO-POSTAL - B2 - SELFCOLOR - TOQUE DE SEDA;3.2L;1574;1;1;R$ 134;45;0;30%;R$ 134;45;; R$ -   ;0;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ZZ.SW.000 - JOVIAL - LY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;1;1;R$ 134;45;0;30%;R$ 80;80;;R$ 53;65;6639;90%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - NUVEM DE TEMPESTADE - Z - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 134;41;0;30%;R$ 82;40;;R$ 52;1;6311;90%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - WILD LIME - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 134;29;0;30%;R$ 81;57;;R$ 52;72;6463;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37.01.004 - BOTINA DE ELASTANO 41;UNIDA;2;2;2;R$ 134;13;0;30%;R$ 67;6;;R$ 67;7;10001;50%;;0;0;134;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - DEIXA CHOVER - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;1;1;R$ 134;3;0;30%;R$ 83;52;;R$ 50;51;6047;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ARRANHA-CEU - C2 - SELFCOLOR - ESMALTE COR & PROTEC;3.2L;1574;1;1;R$ 134;1;0;30%;R$ 77;51;;R$ 56;50;7289;40%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
16.03.004 - LIXA D'AGUA  N| 150;UNIDA;33;8;79;R$ 133;98;0;30%;R$ 43;45;;R$ 90;53;20835;40%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;40;0;0;0;0;113;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - CINZA TWEED - LANGUAGE OF COLORS - - DECORA MATTE FO;3.2L;231;1;1;R$ 133;70;0;30%;R$ 78;13;;R$ 55;57;7112;50%;;0;0;0;0;0;0;0;0;133;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
