Produtos,Embal,Operacoeses_Comerciais,Itens_Vendidos,Quantidade,Valor,% Part.,Custo_Total,Lucrativo-%,Lucrativo-$
ZZ.SV.000 - CRISTA DA ONDA - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,97.00,0.00,10%,27.00
ZZ.SV.000 - HEMATITA - B2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",3.00,3.00,49.00,91.00,0.00,10%,25.00
12.03.008 - LATEX CORAL CORALAR GL,UNIDA,1.00,1.00,1.00,49.00,90.00,0.00,10%,32.00
ZZ.SW.000 - LAGO AZUL - Z - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,49.00,89.00,0.00,10%,26.00
ZZ.SV.000 - BARCO A VELA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,49.00,85.00,0.00,10%,28.00
ZZ.SV.000 - CHUVA FINA - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,82.00,0.00,10%,28.00
31.11.013 - METALATEX FSC W  1/4  0,800 ML,UNIDA,1.00,1.00,2.00,49.00,80.00,0,0.10
ZZ.SH.000 - CANARIO LARANJA - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,49.00,80.00,0.00,10%,27.00
ZZ.SW.000 - TORREY PINE 2384 MET ES E ACETINADO - MET ESMALTE ECO,800ML,"1,687.00",1.00,1.00,49.00,75.00,0.00,10%,59.00
ZZ.SV.000 - CREME BRULEE - B2 - SELFCOLOR - ESMALTE COR & PROTEC,800ML,"1,574.00",1.00,1.00,49.00,68.00,0.00,10%,25.00
ZZ.SV.000 - DOCE DE FIGO - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,64.00,0.00,10%,31.00
ZZ.SV.000 - JARDIM VERTICAL - C2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,60.00,0.00,10%,32.00
ZZ.SW.000 - BANHO DE ESPUMA - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,49.00,60.00,0.00,10%,27.00
ZZ.SW.000 - BOTTICELLI RED - W - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,49.00,60.00,0.00,10%,29.00
ZZ.SW.000 - PINHEIRO-DO-PARANA - VY - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,49.00,52.00,0.00,10%,26.00
07.01.029 - FITA VEDA ROSCA ATLAS 18X50,UNIDA,6.00,6.00,6.00,49.00,50.00,0.00,10%,21.00
35.01.000 - DACAR TINTA ACRILICO FOSCO GL,3.6L,6.00,1.00,1.00,49.00,50.00,0.00,10%,26.00
ZZ.SH.000 - VERDE PASTO - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,49.00,50.00,0.00,10%,27.00
ZZ.SV.000 - GELEIRAS ALPINAS - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,49.00,0.00,10%,28.00
ZZ.SV.000 - CINZA-ESPACIAL - B2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",3.00,3.00,49.00,45.00,0.00,10%,25.00
ZZ.SV.000 - CEVADA - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,40.00,0.00,10%,28.00
ZZ.SV.000 - ROSA SECRETO - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,39.00,0.00,10%,28.00
ZZ.SV.000 - IGARAPE - A2 - SELFCOLOR - TOQUE DE SEDA,800ML,"1,574.00",1.00,1.00,49.00,36.00,0.00,10%,49.00
ZZ.SW.000 - TANGO - W - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,49.00,36.00,0.00,10%,27.00
ZZ.SV.000 - R065 - C2 - SELFCOLOR - ESMALTE COR & PROTEC,800ML,"1,574.00",1.00,1.00,49.00,32.00,0.00,10%,26.00
ZZ.SV.000 - FORMICA - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,24.00,0.00,10%,49.00
ZZ.SV.000 - ALGODAO CINZENTO - A2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,21.00,0.00,10%,28.00
ZZ.SV.000 - COSMOS - C2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,49.00,21.00,0.00,10%,26.00
ZZ.SV.000 - COPACABANA - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,19.00,0.00,10%,28.00
ZZ.SV.000 - LASCAS DE MACADAMIA - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,17.00,0.00,10%,28.00
ZZ.SV.000 - ERA DO GELO - A2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,16.00,0.00,10%,28.00
ZZ.SV.000 - MIMO - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,16.00,0.00,10%,28.00
ZZ.SV.000 - CANJICA COM CARAMELO - A2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,15.00,0.00,10%,49.00
ZZ.SW.000 - AZUL DEL REI 0681 CLR MET ESM ACETINADO - COLOR METALATEX ESMA,800ML,"1,687.00",1.00,1.00,49.00,15.00,0.00,10%,63.00
ZZ.SW.000 - CINZA DORICO - XY - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,49.00,7.00,0.00,10%,25.00
ZZ.SW.000 - CABO-VERDE - W - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,49.00,6.00,0.00,10%,28.00
ZZ.SV.000 - TORRE DE PISA - B2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",3.00,3.00,49.00,2.00,0.00,10%,24.00
ZZ.SW.000 - SONHO DE INFANCIA - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,49.00,2.00,0.00,10%,24.00
ZZ.SV.000 - LIRIO DA PASCOA - A2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,49.00,1.00,0.00,10%,27.00
"33.05.007 - TRINCHA TIGRE 519 1/2"";UNIDA;17;9;11; R$ 49",0,0.00,0.10,54.00,67.00,-5.00,67.00,-1037,0.10
ZZ.SV.000 - BRANCO SERENO - A2 - READY MIX - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,48.00,96.00,0.00,10%,27.00
ZZ.SW.000 - INDIGO - W - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,48.00,92.00,0.00,10%,25.00
ZZ.SW.000 - IMENSIDAO CINZA - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,48.00,87.00,0.00,10%,27.00
ZZ.SV.000 - BRANCO TERRACO - A2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,48.00,84.00,0.00,10%,27.00
ZZ.SW.000 - PLANETA VERDE - W - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,48.00,84.00,0.00,10%,27.00
ZZ.SV.000 - PRECIOSO MOMENTO - A2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,48.00,83.00,0.00,10%,27.00
ZZ.SW.000 - TELA EM BRANCO - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,48.00,82.00,0.00,10%,24.00
ZZ.SV.000 - ESCONDERIJO SILENCIOSO - A2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,48.00,80.00,0.00,10%,48.00
ZZ.SV.000 - PAPEL PICADO - A2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,48.00,74.00,0.00,10%,26.00
ZZ.SV.000 - FASCINACAO VIOLETA - A2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,48.00,72.00,0.00,10%,27.00
ZZ.SV.000 - LIRIO-AMARELO - B2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,48.00,71.00,0.00,10%,28.00
ZZ.SW.000 - MEL DE LARANJEIRA - XY - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,48.00,71.00,0.00,10%,25.00
ZZ.SH.000 - VERDE REAL - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,48.00,70.00,0.00,10%,27.00
ZZ.SW.000 - ALCACHOFRA - Z - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,48.00,68.00,0.00,10%,27.00
ZZ.SW.000 - CASTANHO SUAVE - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,48.00,67.00,0.00,10%,27.00
ZZ.SW.000 - AZUL MANTO SAGRADO - W - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,48.00,65.00,0.00,10%,26.00
ZZ.SH.000 - GELO CIDRA - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI,800ML,231.00,1.00,1.00,48.00,60.00,0.00,10%,26.00
ZZ.SV.000 - CENOURA FRESCA - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",2.00,2.00,48.00,59.00,0.00,10%,27.00
ZZ.SV.000 - P159 - C2 - SELFCOLOR - ESMALTE COR & PROTEC,800ML,"1,574.00",1.00,1.00,48.00,57.00,0.00,10%,27.00
ZZ.SV.000 - BILHETE DA SORTE - A2 - SELFCOLOR - ESMALTE COR & PROTEC,800ML,"1,574.00",1.00,1.00,48.00,56.00,0.00,10%,24.00
ZZ.SW.000 - ORELHA DE ELEFANTE - Z - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,48.00,55.00,0.00,10%,27.00
32.01.010 - FELTRO DE LA QUADRADO BEJE 4222,UNIDA,4.00,4.00,6.00,48.00,54.00,0.00,10%,23.00
ZZ.SW.000 - CRUZEIRO AZUL SW 7606 MET ACR FOSCO - METALATEX ACRILICO,800ML,"1,687.00",1.00,1.00,48.00,53.00,0.00,10%,62.00
ZZ.SW.000 - BOLO FUNCIONAL - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,48.00,52.00,0.00,10%,28.00
ZZ.SV.000 - VELA AROMATIZADA - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,48.00,36.00,0.00,10%,29.00
ZZ.SW.000 - CAMINHO AZUL - Z - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,48.00,35.00,0.00,10%,26.00
ZZ.SV.000 - VERDE-OUSADIA - B2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,48.00,33.00,0.00,10%,26.00
ZZ.SW.000 - TERRACOTA - VY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,48.00,33.00,0.00,10%,27.00
ZZ.SW.000 - ATMOSFERA DE MARTE - Z - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,48.00,29.00,0.00,10%,26.00
ZZ.SW.000 - SALMAO SUAVE - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,48.00,28.00,0.00,10%,27.00
ZZ.SV.000 - VINHO TINTO - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",2.00,2.00,48.00,24.00,0.00,10%,26.00
ZZ.SW.000 - BORGONHA - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,48.00,16.00,0.00,10%,28.00
ZZ.SV.000 - CALCADAO DE PRAIA - B2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,48.00,15.00,0.00,10%,25.00
ZZ.SW.000 - COUVE-VERDE - W - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,48.00,15.00,0.00,10%,27.00
ZZ.SW.000 - PRIMER P1 - F - SHERWIN - NOVACOR ACR FS,QUART,"1,687.00",1.00,2.00,48.00,14.00,0.00,10%,100.00
ZZ.SV.000 - LHAMA - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,48.00,7.00,0.00,10%,29.00
07.04.003 - FITA ZEBRADA 150M,UNIDA,5.00,2.00,2.00,48.00,0.00,0.00,10%,14.00
16.03.027 - LIXA MASSA  100,UNIDA,283.00,6.00,48.00,48.00,0.00,0.00,10%,22.00
17.01.003 - PLASTICO BOLHA 10 M,UNIDA,4.00,4.00,4.00,48.00,0.00,0.00,10%,18.00
25.09.013 - FITA VEDA ROSCA 18X50 NORTON,UNIDA,7.00,7.00,7.00,48.00,0.00,0.00,10%,30.00
ZZ.SW.000 - BOM HUMOR SW 6584 MET ACR FOSCO - METALATEX ACRILICO,800ML,"1,687.00",1.00,1.00,47.00,99.00,0.00,10%,61.00
ZZ.SW.000 - SARAPATEU - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,47.00,97.00,0.00,10%,27.00
ZZ.SH.000 - NOTURNO - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI,800ML,231.00,1.00,1.00,47.00,90.00,0.00,10%,26.00
ZZ.SV.000 - MUSGO ENEVOADO - A2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,47.00,85.00,0.00,10%,27.00
ZZ.SV.000 - BODAS DE PRATA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,47.00,81.00,0.00,10%,27.00
ZZ.SV.000 - BALA DE CARAMELO - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,47.00,78.00,0.00,10%,27.00
ZZ.SW.000 - PINGADO - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,47.00,77.00,0.00,10%,26.00
ZZ.SW.000 - VINHO CLASSICO - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,47.00,75.00,0.00,10%,28.00
ZZ.SW.000 - CALDA DE AMORAS - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,47.00,73.00,0.00,10%,28.00
31.02.018 - XADREZ PO VERMELHO 250GR,UNIDA,3.00,3.00,3.00,47.00,70.00,0.00,10%,18.00
ZZ.SW.000 - QUINTA DAS OLIVEIRAS - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,47.00,66.00,0.00,10%,27.00
ZZ.SH.000 - AMANHECER NA PRAIA - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST,800ML,231.00,1.00,1.00,47.00,60.00,0.00,10%,24.00
ZZ.SV.000 - JASPE - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",2.00,2.00,47.00,60.00,0.00,10%,26.00
ZZ.SV.000 - GELATINA DE TUTTI FRUTTI - A2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,47.00,59.00,0.00,10%,24.00
ZZ.SW.000 - MARROM - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,47.00,57.00,0.00,10%,26.00
ZZ.SV.000 - QUERO-QUERO - A2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,47.00,40.00,0.00,10%,24.00
ZZ.SW.000 - PERFUME DE AMBAR - Z - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,47.00,32.00,0.00,10%,27.00
ZZ.SV.000 - BEIJO DE CHOCOLATE - C2 - CORAL - ESMALTE COR & PROTEC,800ML,"1,574.00",1.00,1.00,47.00,27.00,0.00,10%,27.00
ZZ.SH.000 - ASTECA (LEQUE) - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI,800ML,231.00,1.00,1.00,47.00,20.00,0.00,10%,26.00
ZZ.SV.000 - AZUL PROFUNDO - B2 - READY MIX - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,47.00,19.00,0.00,10%,27.00
ZZ.SV.000 - TERRA EXOTICA - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",2.00,2.00,47.00,15.00,0.00,10%,27.00
ZZ.SW.000 - LOBO SELVAGEM - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,47.00,10.00,0.00,10%,26.00
ZZ.SV.000 - CASCALHO - A2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,47.00,3.00,0.00,10%,23.00
ZZ.SW.000 - AZUL SENTIMENTAL - Z - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,47.00,2.00,0.00,10%,26.00
ZZ.SV.000 - ESPUMA DE PESSEGO - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,47.00,1.00,0.00,10%,26.00
ZZ.SV.091 - TQ DE SEDA B2 0.80,800ML,1.00,1.00,1.00,47.00,0.00,0.00,10%,24.00
ZZ.SW.000 - ROSA ANTIGO - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,47.00,0.00,0.00,10%,30.00
ZZ.SW.000 - VINHO QUENTE - W - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,46.00,99.00,0.00,10%,24.00
ZZ.SV.000 - HORTENCIA SUAVE - A2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,46.00,95.00,0.00,10%,26.00
ZZ.SW.000 - CANARINHO - W - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,46.00,94.00,0.00,10%,27.00
ZZ.SH.000 - SONS DA NATUREZA - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,46.00,90.00,0.00,10%,23.00
ZZ.SV.000 - ZIMBRO - B2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,46.00,89.00,0.00,10%,27.00
ZZ.SW.000 - HIPERAZUL - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,46.00,89.00,0.00,10%,27.00
ZZ.SW.000 - LOUCA PORTUGUESA - Z - SHERWIN - M-LTX ESM ECO ALTO B,QUART,"1,687.00",1.00,1.00,46.00,89.00,0.00,10%,24.00
ZZ.SV.000 - BAILARINA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,46.00,87.00,0.00,10%,25.00
ZZ.SW.000 - LARANJA SINGULAR - VY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,46.00,64.00,0.00,10%,26.00
ZZ.SW.000 - MATA VERDE - W - SHERWIN - M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,46.00,60.00,0.00,10%,60.00
ZZ.SV.000 - ROSA-VERMELHA - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",2.00,2.00,46.00,51.00,0.00,10%,25.00
ZZ.SW.000 - FLORES EMPOEIRADAS - XY - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,46.00,51.00,0.00,10%,25.00
31.05.009 - ESMALTE NOVA COR BRILH ALUMINIO 1/16 LUKS,UNIDA,4.00,3.00,3.00,46.00,50.00,0.00,10%,15.00
ZZ.SH.000 - ROSA MADEIRA - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,46.00,50.00,0.00,10%,25.00
ZZ.SV.000 - ACAMPAMENTO NA SELVA - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",2.00,2.00,46.00,49.00,0.00,10%,27.00
ZZ.SV.000 - JOGO DE SOMBRAS - A2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,46.00,46.00,0.00,10%,24.00
ZZ.SW.000 - VERMELHO RUBI - W - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,46.00,46.00,0.00,10%,27.00
ZZ.SV.000 - BATIDA DE PESSEGO - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,46.00,39.00,0.00,10%,25.00
ZZ.SV.000 - TOPAZIO BRUTO - C2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,46.00,38.00,0.00,10%,23.00
ZZ.SW.000 - AZUL BARROCO - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,46.00,37.00,0.00,10%,25.00
ZZ.SW.000 - MANJERONA - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,46.00,37.00,0.00,10%,25.00
ZZ.SV.000 - D054 - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,46.00,31.00,0.00,10%,26.00
ZZ.SW.000 - INESQUECIVEL - Z - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,46.00,28.00,0.00,10%,24.00
ZZ.SH.000 - GEADA - LANGUAGE OF COLORS - - DECORA SEDA AC,800ML,231.00,1.00,1.00,46.00,20.00,0.00,10%,24.00
ZZ.SH.000 - PINHEIRO INGLES - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST,800ML,231.00,1.00,1.00,46.00,19.00,0.00,10%,23.00
ZZ.SW.000 - CORCOVA - Z - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,46.00,19.00,0.00,10%,26.00
ZZ.SV.000 - NUVEM SUAVE - A2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,46.00,18.00,0.00,10%,25.00
ZZ.SH.000 - CINZA TOSTADO - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,46.00,10.00,0.00,10%,23.00
ZZ.SH.000 - CULTURA GREGA - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,46.00,10.00,0.00,10%,24.00
ZZ.SH.000 - LUAR DO SERTAO - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,46.00,10.00,0.00,10%,25.00
ZZ.SV.000 - VERDE-COLEGIAL - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,46.00,1.00,0.00,10%,27.00
05.09.007 - CATALIZADOR WASH PRIMER P/1/4,UNIDA,1.00,1.00,1.00,46.00,0.00,0.00,10%,5.00
32.01.012 - FELTRO DE LA RETANGULAR BEJE 4240,UNIDA,1.00,1.00,4.00,46.00,0.00,0.00,10%,15.00
ZZ.SV.000 - MARROM-ROSADO - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,45.00,97.00,0.00,10%,28.00
ZZ.SV.000 - TORRE DE PISA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,45.00,96.00,0.00,10%,23.00
15.01.007 - PANO DE PRATO,UNIDA,7.00,3.00,7.00,45.00,91.00,0.00,10%,24.00
ZZ.SW.000 - AZUL IMPONENTE - W - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,45.00,85.00,0.00,10%,25.00
ZZ.SW.000 - TRILHAS DO DESTINO - Z - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,45.00,85.00,0.00,10%,25.00
ZZ.SW.000 - CORRENTEZA SELVAGEM - W - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,45.00,77.00,0.00,10%,25.00
ZZ.SW.000 - VERDE GAIO - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,45.00,73.00,0.00,10%,25.00
ZZ.SV.000 - LAMBADA - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",2.00,2.00,45.00,70.00,0.00,10%,24.00
ZZ.SV.000 - FERRUGEM - C2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,45.00,64.00,0.00,10%,25.00
ZZ.SH.000 - BRANCO AREIA - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,45.00,60.00,0.00,10%,23.00
ZZ.SW.000 - PRAZER AZUL - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,45.00,52.00,0.00,10%,25.00
ZZ.SH.000 - VERDE TERAPEUTICO - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,45.00,50.00,0.00,10%,25.00
12.03.024 - TESTE FACIL ARQUITETURA URBANA,UNIDA,3.00,3.00,3.00,45.00,40.00,0.00,10%,24.00
ZZ.SW.000 - ROSA PORQUINHO - Z - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,45.00,40.00,0.00,10%,26.00
23.03.007 - NIVEL MADEIRA 14 HOBBY,UNIDA,5.00,2.00,2.00,45.00,36.00,0.00,10%,17.00
ZZ.SV.000 - BEGE AMULETO - A2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,45.00,35.00,0.00,10%,25.00
ZZ.SV.000 - FEIRA DE ANTIGUIDADES - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,45.00,33.00,0.00,10%,27.00
ZZ.SV.000 - VERDE GALES - A2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,45.00,33.00,0.00,10%,25.00
ZZ.SV.000 - B045 - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,45.00,29.00,0.00,10%,26.00
ZZ.SW.000 - AMARELO DESCOLADO - Z - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,1.00,45.00,29.00,0.00,10%,25.00
ZZ.SW.000 - TATAME - Z - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,45.00,25.00,0.00,10%,25.00
ZZ.SV.000 - CINZA ALPINO - A2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,45.00,24.00,0.00,10%,25.00
ZZ.SW.000 - PIMENTA JALAPENO - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,1.00,45.00,23.00,0.00,10%,27.00
ZZ.SW.000 - BLUEBERRY - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,45.00,15.00,0.00,10%,25.00
ZZ.SV.000 - ROSA ACANHADO - A2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,45.00,11.00,0.00,10%,25.00
ZZ.SW.000 - CAMURCA - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,45.00,10.00,0.00,10%,24.00
ZZ.SW.000 - VIDA VERDE - Z - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,45.00,8.00,0.00,10%,25.00
ZZ.SW.000 - AMARELO OURO - W - SHERWIN - M-LTX ESM ECO ALTO B,QUART,"1,687.00",1.00,1.00,45.00,7.00,0.00,10%,26.00
