Produtos;Embal;Operacoeses Comerciais;Itens Vendidos;Quantidade;Valor;% Part.;Custo Total;$ Lucrativ.;% Lucrativ.
13.07.056 - TEXTURA CROMANIL  OUTONO LT;UNIDA;3;3;4;R$ 3.243;90;8;40%;R$ 1.098
25.07.018 - ESMALTE SUVINIL ACETINADO BRANCO GL;UNIDA;21;21;27;R$ 3.239;50;8;40%;R$ 2.148
31.07.014 - GALVITE  SW GL;UNIDA;16;16;22;R$ 3.226;9;8;40%;R$ 1.953
12.01.002 - ESMALTE CORALIT ULTRA ACET BRANCO GL SOLV;UNIDA;50;19;27;R$ 3.215;84;8;40%;R$ 1.904
20.08.007 - SOLVENTE 237 LUKS GL;UNIDA;35;29;34;R$ 3.181;35;8;30%;R$ 1.730
31.16.001 - MASSA CORRIDA PVA METALATEX 1/4;UNIDA;256;256;264;R$ 3.177;63;8;30%;R$ 1.194
30.05.002 - POLIDECK NATURAL GL;UNIDA;13;13;15;R$ 3.159;18;8;20%;R$ 2.082
07.10.002 - ROLO ESPUMA ATLAS 09 CM;UNIDA;291;291;452;R$ 3.154;80;8;20%;R$ 1.178
ZZ.SW.000 - DARMA - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;10;12;R$ 3.123;96;8;10%;R$ 2.367
ZZ.SV.000 - PAPEL PICADO - A2 - SELFCOLOR - FOSCO COMPLETO;16L;1574;15;18;R$ 3.072;92;8;0%;R$ 2.302
31.04.002 - ESMALTE METALATEX ACET BRANCO GL;UNIDA;24;24;30;R$ 3.045;66;7;90%;R$ 1.815
31.11.004 - METALATEX FSC  GELO LT;UNIDA;8;8;9;R$ 3.027;79;7;90%;R$ 2.352
20.04.002 - FUNDO BRANCO FOSCO UNIVERSAL LUKS ECO GL;UNIDA;19;19;27;R$ 3.017;28;7;80%;R$ 1.721
13.09.016 - VERNIZ ACRILICO SEMI BRILHO CROMANIL 900 ML;UNIDA;89;89;101;R$ 3.002;39;7;80%;R$ 1.010
12.03.004 - CETOL BRILHANTE IMBUIA GL;UNIDA;2;2;11;R$ 2.968;90;7;70%;R$ 2.968
13.07.093 - LUMINUZ HOLOGRAFICO 1/4;UNIDA;29;29;31;R$ 2.965;3;7;70%;R$ 2.786
31.10.001 - METALATEX BACKTERKILL ACET BRANCO 1/4;UNIDA;63;63;68;R$ 2.955;67;7;70%;R$ 1.836
07.10.003 - ROLO ESPUMA ATLAS 15 CM;UNIDA;228;228;333;R$ 2.921;97;7;60%;R$ 1.365
14.01.002 - TEXTURA CRISTALINE BRANCA DECOR 40 KG;UNIDA;1;1;21;R$ 2.901;78;7;50%;R$ 1.544
13.09.015 - VERNIZ ACRILICO ACETINADO CROMANIL 18 LTS;UNIDA;7;7;8;R$ 2.899;32;7;50%;R$ 1.119
ZZ.SV.000 - GELO - A2 - READY MIX - FOSCO COMPLETO;16L;1574;10;12;R$ 2.873;77;7;50%;R$ 2.144
31.20.004 - TEXTURA RELEVO ZW;UNIDA;6;6;18;R$ 2.873;70;7;50%;R$ 1.928
09.04.001 - GESSO 1 KG;UNIDA;375;375;823;R$ 2.872;85;7;50%;R$ 1.152
13.02.005 - CROMANIL ESMALTE ACET ANIL INTENSO (3)  1/4;UNIDA;29;23;26;R$ 2.862;85;7;40%;R$ 2.990
25.13.008 - SUVINIL LATEX PVA MAX BRANCO 1/4;UNIDA;69;69;72;R$ 2.848;69;7;40%;R$ 1.505
02.01.018 - CACAMBA COMPEL;UNIDA;123;105;127;R$ 2.844;63;7;40%;R$ 1.108
12.03.001 - LATEX CORAL RENDE MUITO 1/4;UNIDA;96;90;93;R$ 2.828;45;7;30%;R$ 1.606
ZZ.SV.000 - CROMIO - A2 - SELFCOLOR - TOQUE DE SEDA;16L;1574;13;15;R$ 2.823;92;7;30%;R$ 1.868
31.24.018 - VERNIZ SW MARITIMO FOSCO 1/4;UNIDA;72;72;77;R$ 2.817;63;7;30%;R$ 1.511
13.05.018 - CROMANIL VERDE CHROMA KEY  LT;UNIDA;11;3;3;R$ 2.800;0;7;30%;R$ 1.337
13.05.007 - LATEX ACR FOSCO CROMANIL ANIL INTENSO (3) 1/4;UNIDA;78;26;27;R$ 2.796;33;7;30%;R$ 829
13.07.091 - LUMINUZ FURTACOR ESVERDEADO 1/4;UNIDA;32;32;34;R$ 2.764;76;7;20%;R$ 2.376
07.15.017 - TRINCHA ATLAS 396  2;UNIDA;165;165;233;R$ 2.733;11;7;10%;R$ 821
07.11.003 - ROLO RESIMAX ATLAS 15 CM;UNIDA;130;116;134;R$ 2.713;14;7;0%;R$ 1.511
31.03.003 - GRAFITE CLARO NOVA COR GL;UNIDA;26;26;31;R$ 2.676;40;7;0%;R$ 1.572
16.02.003 - FITA CREPE AZUL 48 X 50;UNIDA;53;47;88;R$ 2.674;44;6;90%;R$ 1.379
10.03.001 - EPOXI BRANCO BRAZILIAN GL (CATALIZADOR SEPARADO);UNIDA;44;10;13;R$ 2.671;22;6;90%;R$ 1.395
15.07.002 - SALDAO GL;UNIDA;35;35;55;R$ 2.647;75;6;90%;R$ 1.375
ZZ.SW.000 - TRINCA-FERRO - Z - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;4;5;R$ 2.622;71;6;80%;R$ 1.999
13.04.008 - LATEX ACR ACET CROMANIL ANIL INTENSO (3) GL;UNIDA;11;8;10;R$ 2.592;19;6;70%;R$ 582
31.11.028 - NOVA COR FOSCO BRANCO COBRE MAIS LATA;UNIDA;63;8;10;R$ 2.583;39;6;70%;R$ 1.729
ZZ.SV.000 - MARROM-LUXO - C2 - SELFCOLOR - FOSCO COMPLETO;16L;1574;5;6;R$ 2.564;99;6;70%;R$ 1.922
31.11.018 - METALATEX FSC X Y LATA 16LT;UNIDA;8;7;9;R$ 2.564;49;6;70%;R$ 1.580
12.03.011 - LATEX CORAL RENOVA  LT;UNIDA;7;7;9;R$ 2.564;1;6;70%;R$ 2.062
30.05.008 - POLISTEN TRANSPARENTE GL;UNIDA;17;17;24;R$ 2.530;55;6;60%;R$ 1.530
02.01.011 - ROLO ANTI GOTA COMPEL 15 CM;UNIDA;193;193;213;R$ 2.515;96;6;50%;R$ 539
31.11.036 - NOVA COR PISO PRETO 1/4;UNIDA;84;84;88;R$ 2.504;30;6;50%;R$ 1.338
31.11.005 - METALATEX FSC  TERRA COTA GL;UNIDA;18;18;19;R$ 2.495;94;6;50%;R$ 1.421
11.03.106 - SPRAY USO GERAL BRANCO FOSCO;UNIDA;87;87;113;R$ 2.494;20;6;50%;R$ 1.394
31.24.005 - VERNIZ SW FILTRO SOLAR ACETINADO GL;UNIDA;13;13;18;R$ 2.487;63;6;50%;R$ 1.569
05.08.003 - VERNIZ SOLGARD ACETINADO GL;UNIDA;12;12;15;R$ 2.459;47;6;40%;R$ 1.380
33.03.003 - ROLO ESPUMA TIGRE 09 CM;UNIDA;237;237;377;R$ 2.439;43;6;30%;R$ 726
13.07.058 - TEXTURA CROMANIL  TERRACOTA GL;UNIDA;9;9;12;R$ 2.415;62;6;30%;R$ 1.574
ZZ.SW.000 - ESCRITA ANTIGA - W - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;7;8;R$ 2.410;18;6;30%;R$ 1.562
18.01.005 - RESINA HYDRONORTHY BRILHANTE GL;UNIDA;14;14;19;R$ 2.402;80;6;20%;R$ 1.344
18.01.006 - RESINA HYDRONORTHY BRILHANTE LT;UNIDA;5;5;5;R$ 2.390;58;6;20%;R$ 1.537
ZZ.SW.000 - ALPACA - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;11;12;R$ 2.383;35;6;20%;R$ 1.548
ZZ.SV.000 - OURO BRANCO - A2 - SELFCOLOR - FOSCO COMPLETO;16L;1574;14;15;R$ 2.382;33;6;20%;R$ 1.665
35.01.001 - MASSA CORRIDA PVA DACAR LATA 25KG;LATA;33;23;40;R$ 2.377;62;6;20%;R$ 1.519
02.07.003 - CABO DE GAIOLA COMPEL;UNIDA;193;193;235;R$ 2.351;96;6;10%;R$ 1.309
31.23.001 - NOVA COR PISO AMARELO  DEMARCACAO GL;UNIDA;23;23;27;R$ 2.350;66;6;10%;R$ 1.346
13.07.059 - TEXTURA CROMANIL  TERRACOTA LT;UNIDA;3;3;3;R$ 2.346;12;6;10%;R$ 998
31.03.005 - GRAFITE ESCURO NOVA COR GL;UNIDA;32;25;29;R$ 2.335;64;6;10%;R$ 1.421
16.03.029 - LIXA MASSA 220;UNIDA;421;375;2277;R$ 2.330;16;6;10%;R$ 917
13.05.019 - LATEX ACR FOSCO CROMANIL BRANCO 1/4;UNIDA;165;76;86;R$ 2.321;47;6;0%;R$ 790
13.07.014 - TEXTURA CROMANIL  ANIL  GL;UNIDA;12;12;12;R$ 2.306;44;6;0%;R$ 331
ZZ.SW.000 - AZUL DINAMICO - Z - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;3;4;R$ 2.305;34;6;0%;R$ 1.572
12.03.005 - EPOXI WANDA BRANCO GL(CATALIZADOR SEPARADO);UNIDA;12;6;9;R$ 2.301;63;6;0%;R$ 1.345
13.07.080 - TEXTURA CROMANIL RELEVO ANIL C/ GLITTER LT;UNIDA;1;1;2;R$ 2.300;0;6;0%;R$ 316
04.01.004 - TEXTURA ACRILICA LISA ANDRAPAR 25KG - 11 M2;UNIDA;31;31;39;R$ 2.285;81;5;90%;R$ 1.511
04.01.003 - TEXTURA ACRILICA GRAFIATO ANDRAPAR 25KG - 6 M|;UNIDA;29;29;42;R$ 2.282;61;5;90%;R$ 1.401
12.03.016 - MASSA ACRILICA CORAL LT 25KG;UNIDA;15;14;16;R$ 2.217;52;5;80%;R$ 1.563
25.17.002 - MASSA ACRILICA SUVINIL GL;UNIDA;36;36;42;R$ 2.210;4;5;70%;R$ 1.586
20.01.002 - ESMALTE LUKS FOSCO PRETO BASE AGUA 1/4;UNIDA;53;53;59;R$ 2.208;55;5;70%;R$ 1.053
99.99.998 - KIT CIMENTO QUEIMADO 1/4 GAROA;UNIDA;1;16;19;R$ 2.199;19;5;70%;R$ 1.985
31.04.034 - ESMALTE NOVA COR BRILH BRANCO GL;UNIDA;13;13;27;R$ 2.195;1;5;70%;R$ 1.328
07.01.006 - CABO DE GAIOLA ATLAS;UNIDA;192;187;212;R$ 2.191;10;5;70%;R$ 1.065
ZZ.SW.000 - FIO DE LA - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;8;11;R$ 2.188;59;5;70%;R$ 1.631
12.03.098 - RENOVA AZULEJO AC BRANCO GL;UNIDA;7;7;8;R$ 2.182;19;5;70%;R$ 1.280
ZZ.SV.000 - CALOPSITA - A2 - SELFCOLOR - FOSCO COMPLETO;16L;1574;12;14;R$ 2.180;36;5;70%;R$ 1.565
ZZ.SW.000 - BEGE FAVORITO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;8;11;R$ 2.180;19;5;70%;R$ 1.570
13.07.005 - KIT LATA CIMENTO QUEIMADO TRADICIONAL CLARO;UNIDA;18;2;2;R$ 2.169;69;5;60%;R$ 600
13.07.019 - TEXTURA CROMANIL  BURACO NEGRO 1/4;UNIDA;16;16;19;R$ 2.159;67;5;60%;R$ 503
99.99.998 - KIT CIMENTO QUEIMADO 1/4 + CLARO;UNIDA;1;17;19;R$ 2.144;32;5;60%;R$ 1.836
ZZ.SH.000 - TACO DE GOLFE - LANGUAGE OF COLORS - - DECORA MATTE FO;16L;231;4;5;R$ 2.140;40;5;60%;R$ 1.510
13.07.036 - TEXTURA CROMANIL  ENFERRUJADA LT;UNIDA;2;2;2;R$ 2.133;16;5;50%;R$ 200
07.12.003 - ROLO ANTI GOTA ATLAS 09 CM;UNIDA;115;115;157;R$ 2.097;99;5;50%;R$ 1.046
ZZ.SH.000 - TERRACOTA SUAVE - RM - READY MIX - DECORA MATTE FO;16L;231;1;3;R$ 2.095;0;5;40%;R$ 1.431
13.05.019 - CROMANIL FSC BRANCO 1/4;UNIDA;165;84;88;R$ 2.092;27;5;40%;R$ 999
99.99.998 - KIT GL CIMENTO QUEIMADO TRADICIONAL CLARO;UNIDA;1;7;7;R$ 2.086;48;5;40%;R$ 802
25.07.002 - ESMALTE FLUOR ECO LARANJA (PUKET) 3;6 LTS;UNIDA;61;4;5;R$ 2.085;64;5;40%
25.07.020 - ESMALTE FLUOR ECO CITRUS (PUKET) 3;6 LTS;UNIDA;16;5;5;R$ 2.075;35;5;40%
13.05.004 - CROMANIL FSC ANIL 2 1/4;UNIDA;27;22;23;R$ 2.070;0;5;40%;R$ 468
11.03.049 - SPRAY ARTE URBANA PRETO;UNIDA;71;71;96;R$ 2.058;86;5;30%;R$ 1.309
ZZ.SW.000 - ARMANHAQUE - F - SHERWIN - NOVACOR ACR FS;LATA;1687;1;5;R$ 2.058;70;5;30%;R$ 1.395
ZZ.SV.000 - VERDE COLONIAL - C2 - READY MIX - FOSCO COMPLETO;16L;1574;5;6;R$ 2.046;70;5;30%;R$ 1.269
07.15.016 - TRINCHA ATLAS 396  11/2;UNIDA;176;176;230;R$ 2.007;38;5;20%;R$ 645
13.07.012 - TEXTURA CROMANIL  AMOR LT;UNIDA;2;2;2;R$ 1.997;0;5;20%;R$ 1.089
34.01.034 - RESINA FUSEPROTEC SEMI BRILHO LATA;UNIDA;2;2;3;R$ 1.996;85;5;20%;R$ 1.416
ZZ.SV.000 - TAPETE DE JUTA - A2 - SELFCOLOR - FOSCO COMPLETO;16L;1574;3;4;R$ 1.996;25;5;20%;R$ 1.499
13.02.010 - CROMANIL ESMALTE ECO ACET ANIL INTENSO (3) GL;UNIDA;5;5;6;R$ 1.984;41;5;20%;R$ 510
31.04.035 - ESMALTE NOVA COR FOSCO PRETO 1/4;UNIDA;55;55;62;R$ 1.983;19;5;20%;R$ 1.041
12.03.005 - EPOXI WANDA BRANCO GL C/ CATALIZADOR;UNIDA;12;5;7;R$ 1.966;74;5;10%;R$ 988
20.08.006 - SOLVENTE 237 LUKS 0;900;UNIDA;93;81;92;R$ 1.951;47;5;10%
ZZ.SW.000 - COLCHA DE RETALHOS - VY - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;2;3;R$ 1.945;46;5;10%;R$ 1.316
ZZ.SW.000 - LUXURIANT GOLD - Z - SHERWIN - M-LTX ESM SINT ACET;GALAO;1687;2;18;R$ 1.927;80;5;0%;R$ 1.575
13.07.055 - TEXTURA CROMANIL  OUTONO GL;UNIDA;9;9;9;R$ 1.917;49;5;0%;R$ 749
25.09.001 - FITA CREPE  18 X 50 MM;UNIDA;204;204;372;R$ 1.916;51;5;0%;R$ 723
07.15.005 - TRINCHA ATLAS 319  2;UNIDA;181;181;247;R$ 1.913;89;5;0%;R$ 878
13.02.004 - CROMANIL ESMALTE ACET ANIL (2)  GL;UNIDA;7;6;6;R$ 1.907;75;5;0%;R$ 401
ZZ.SW.000 - INVERNO CINZENTO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;8;8;R$ 1.905;91;5;0%;R$ 1.394
31.23.002 - NOVA COR PISO AMARELO  DEMARCACAO LT;UNIDA;6;6;7;R$ 1.892;30;4;90%;R$ 1.471
31.24.017 - VERNIZ SW MARITIMO BRILHANTE GL;UNIDA;9;9;17;R$ 1.888;10;4;90%;R$ 1.335
13.05.017 - CROMANIL CHROMA KEY VERDE GL;UNIDA;8;5;7;R$ 1.881;90;4;90%;R$ 685
07.11.002 - ROLO RESIMAX ATLAS 09 CM;UNIDA;113;101;121;R$ 1.868;10;4;90%;R$ 873
31.07.009 - FUNDO PREPARADOR DE PAREDE ECO GL;UNIDA;17;17;20;R$ 1.839;66;4;80%;R$ 1.049
20.10.001 - MAGNETIC LUKSCOLOR 1/4;UNIDA;9;9;12;R$ 1.838;38;4;80%;R$ 1.074
ZZ.SW.000 - CINZA TRANQUILO SW 7015 MET ACR FOSCO - METALATEX ACRILICO;16L;1687;3;7;R$ 1.836;69;4;80%;R$ 425
16.01.002 - LIXA MASSA 180;UNIDA;330;291;1826;R$ 1.836;65;4;80%;R$ 698
13.04.005 - CROMANIL REQ ANIL 2 GL;UNIDA;9;7;7;R$ 1.822;3;4;70%;R$ 407
ZZ.SV.000 - RECADO DE AMOR - A2 - CORAL - FOSCO COMPLETO;16L;1574;1;4;R$ 1.814;40;4;70%;R$ 1.325
18.01.001 - RESINA HYDRONORTHY  FOSCA 1/4;UNIDA;35;35;38;R$ 1.811;78;4;70%;R$ 886
13.07.029 - TEXTURA CROMANIL  CORES CLARAS GL;UNIDA;9;9;9;R$ 1.800;32;4;70%;R$ 574
ZZ.SW.000 - POMBA BRANCA - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;9;9;R$ 1.797;70;4;70%;R$ 1.276
31.24.023 - MACROPOXY 646 CINZA 203M M 3;5 FAST CURE COMP;UNIDA;1;1;3;R$ 1.794;72;4;70%
31.24.003 - VERNIZ ACRILICO INCOLOR SW  LATA;UNIDA;8;6;6;R$ 1.784;10;4;60%;R$ 1.243
31.13.007 - METALATEX S/B BRANCO LT;UNIDA;4;4;4;R$ 1.779;20;4;60%;R$ 1.372
07.15.004 - TRINCHA ATLAS 319  11/2;UNIDA;213;213;266;R$ 1.775;32;4;60%;R$ 798
13.07.024 - TEXTURA CROMANIL   TRADICIONAL CLARO LATA;UNIDA;13;2;2;R$ 1.774;40;4;60%;R$ 200
02.01.021 - KIT COMPEL ANTI RESPINGO Nõ 8;UNIDA;351;52;52;R$ 1.773;16;4;60%;R$ 444
05.08.005 - VERNIZ SPARLACK MARITIMO FOSCO GL;UNIDA;15;15;16;R$ 1.770;35;4;60%;R$ 1.010
31.11.017 - METALATEX FSC X Y  GL 3;2 LT;UNIDA;13;13;17;R$ 1.768;81;4;60%
ZZ.SW.000 - DARMA - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;11;13;R$ 1.753;76;4;60%;R$ 1.217
ZZ.SV.000 - CEREJA - C2 - SELFCOLOR - FOSCO COMPLETO;16L;1574;2;3;R$ 1.735;17;4;50%;R$ 1.285
13.07.011 - TEXTURA CROMANIL  AMOR GL;UNIDA;7;7;7;R$ 1.735;2;4;50%;R$ 1.295
ZZ.SW.182 - BASE XY NOVO M-LTX ACR FS;GALAO;13;13;15;R$ 1.733;62;4;50%;R$ 995
15.07.003 - SALDAO LATA;UNIDA;5;5;7;R$ 1.723;20;4;50%;R$ 605
31.04.005 - ESMALTE METALATEX ECO ACET PRETO 1/4;UNIDA;47;47;44;R$ 1.720;72;4;50%;R$ 907
35.01.002 - DACAR ACRILICO STANDARD LATA;16L;10;8;10;R$ 1.715;23;4;50%;R$ 1.470
07.12.007 - ROLO LA + POLIESTER ATLAS 23CM;UNIDA;55;55;71;R$ 1.710;97;4;40%;R$ 678
13.07.037 - TEXTURA CROMANIL  ESPECIARIAS 1/4;UNIDA;17;17;19;R$ 1.707;28;4;40%;R$ 496
11.03.115 - SPRAY USO GERAL VERNIZ INCOLOR;UNIDA;68;68;79;R$ 1.704;21;4;40%;R$ 974
ZZ.SW.000 - INSENSATA PAIXAO - W - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;1;10;R$ 1.696;51;4;40%;R$ 1.081
07.07.001 - MASCARA AZUL COM VALVULA ATLAS;UNIDA;55;40;234;R$ 1.693;98;4;40%;R$ 479
26.03.004 - SOLVENTE 8800 NATRIELLI 5L;UNIDA;16;16;18;R$ 1.690;23;4;40%;R$ 851
13.07.028 - TEXTURA CROMANIL  CORES CLARAS 1/4;UNIDA;16;17;20;R$ 1.683;48;4;40%;R$ 939
ZZ.SH.000 - BRANCO GATINHO - LANGUAGE OF COLORS - - DECORA MATTE FO;16L;231;3;4;R$ 1.683;20;4;40%;R$ 1.173
31.11.029 - NOVA COR EXTRA FOSCO BRANCO 500M LATA;UNIDA;6;3;6;R$ 1.679;40;4;40%;R$ 1.175
ZZ.SH.000 - PROMESSA SECRETA - LANGUAGE OF COLORS - - DECORA MATTE FO;16L;231;3;3;R$ 1.676;29;4;40%;R$ 1.172
16.01.001 - LIXA MASSA 120;UNIDA;276;249;1600;R$ 1.651;71;4;30%;R$ 680
13.09.017 - VERNIZ ACRILICO SEMI BRILHO CROMANIL 3;6 LTS;UNIDA;17;17;18;R$ 1.649;77;4;30%
30.05.006 - POLISTEN CLEAR GL;UNIDA;9;9;10;R$ 1.645;5;4;30%;R$ 937
ZZ.SW.000 - INVERNO CINZENTO - XY - SHERWIN - M-LTX REQUINTE SUPER;GALAO;1687;7;7;R$ 1.638;60;4;30%;R$ 1.115
16.03.027 - LIXA MASSA 100;UNIDA;283;242;1557;R$ 1.630;89;4;20%;R$ 583
12.03.013 - LATEX CORAL DECORA LT;UNIDA;5;4;4;R$ 1.628;80;4;20%;R$ 1.104
13.05.005 - LATEX ACR FOSCO CROMANIL ANIL (2) GL;UNIDA;25;6;6;R$ 1.624;90;4;20%;R$ 426
20.08.005 - SOLVENTE 228 OU 8800 GL;UNIDA;56;16;21;R$ 1.621;6;4;20%;R$ 904
31.23.004 - NOVA COR PISO AMARELO GL;UNIDA;18;18;19;R$ 1.619;52;4;20%;R$ 1.026
13.07.003 - KIT GL CIMENTO QUEIMADO CORES CLARAS;UNIDA;102;4;6;R$ 1.615;15;4;20%;R$ 1.678
07.15.018 - TRINCHA ATLAS 396  21/2;UNIDA;99;99;125;R$ 1.608;26;4;20%;R$ 545
ZZ.SW.000 - LINHA DO TEMPO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;7;7;R$ 1.604;34;4;20%;R$ 1.118
11.03.113 - SPRAY USO GERAL PRIMER RAP. CINZA;UNIDA;56;56;72;R$ 1.604;27;4;20%;R$ 895
13.05.021 - CROMANIL ACR FOSCO BRANCO LT;UNIDA;220;1;5;R$ 1.599;50;4;20%;R$ 800
31.07.002 - FUNDO ANTIFERRUGEM NOVA COR GL;UNIDA;9;9;11;R$ 1.596;65;4;10%;R$ 1.011
20.08.003 - AGUA RAZ PERFUMADA LUKS GL;UNIDA;13;13;16;R$ 1.594;64;4;10%;R$ 763
11.03.107 - SPRAY USO GERAL BRANCO GE BRASTEMP 55201;UNIDA;56;56;75;R$ 1.593;20;4;10%;R$ 893
25.07.022 - ESMALTE FLUOR ECO LARANJA (PUKET)1/4;UNIDA;8;8;12;R$ 1.585;49;4;10%;R$ 600
31.11.003 - METALATEX FSC  GELO GL;UNIDA;14;14;14;R$ 1.579;82;4;10%;R$ 931
07.01.037 - SACO DE ENTULHO UNITARIO;UNIDA;59;59;636;R$ 1.570;61;4;10%;R$ 633
ZZ.SW.000 - PALHA - XY - SHERWIN - M-LTX REQUINTE SUPER;LATA;1687;2;4;R$ 1.568;74;4;10%;R$ 461
33.04.001 - ROLO ANTI GOTA TIGRE 23CM 1374 VERDE E AMARELO;UNIDA;65;65;75;R$ 1.563;21;4;10%;R$ 613
17.01.004 - PLASTICO BOLHA 100M;UNIDA;21;21;22;R$ 1.562;67;4;10%;R$ 737
ZZ.SW.000 - CHAPEU BRANCO - XY - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;2;4;R$ 1.562;56;4;10%;R$ 1.555
13.05.007 - CROMANIL FSC ANIL 3 1/4;UNIDA;78;15;16;R$ 1.560;3;4;10%;R$ 491
31.15.001 - MASSA ACRILICA METALATEX 1/4;UNIDA;94;94;97;R$ 1.546;62;4;0%;R$ 701
07.15.006 - TRINCHA ATLAS 319  2 1/2;UNIDA;141;129;151;R$ 1.536;34;4;0%;R$ 756
ZZ.SW.000 - NORTHWEST PINE - W - SHERWIN - NOVO M-LTX ACR FS;LATA;1687;1;2;R$ 1.536;3;4;0%;R$ 1.025
13.07.003 - KIT CIMENTO QUEIMADO GL + 2/4 VERNIZ;UNIDA;102;6;6;R$ 1.525;78;4;0%;R$ 1.438
34.01.008 - SILICONE K GL( ACQUELLA );UNIDA;8;7;12;R$ 1.525;14;4;0%;R$ 901
31.05.041 - ESMALTE NOVA COR BRILH PRETO GL;UNIDA;16;16;16;R$ 1.515;1;3;90%;R$ 876
31.24.024 - MACROPOXY 646 CINZA FAST CUREEPOX COMP B;UNIDA;1;1;3;R$ 1.509;39;3;90%;R$ 955
25.11.024 - SUVINIL ACRILICO FOSCO CRIATIVA BRANCO LT;UNIDA;3;3;4;R$ 1.496;80;3;90%;R$ 1.137
31.23.008 - NOVA COR PISO BRANCO 1/4;UNIDA;54;54;55;R$ 1.496;45;3;90%;R$ 792
31.04.024 - ESMALTE NOVA COR ACET AZUL DEL REY GL;UNIDA;5;5;15;R$ 1.495;41;3;90%;R$ 829
ZZ.SV.000 - ALGODAO EGIPCIO - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;14;16;R$ 1.495;4;3;90%;R$ 951
13.05.014 - TINTA  FLUOR GL;UNIDA;3;3;5;R$ 1.488;62;3;90%;R$ 300
31.13.006 - METALATEX S/B BRANCO GL;UNIDA;11;11;11;R$ 1.471;80;3;80%;R$ 972
31.07.013 - GALVITE  SW 1/4;UNIDA;31;31;33;R$ 1.463;19;3;80%;R$ 806
31.05.007 - ESMALTE METALATEX FOSCO BRANCO 1/4;UNIDA;38;38;38;R$ 1.462;68;3;80%;R$ 811
31.10.016 - METALATEX REQ X Y LATA 16LT;UNIDA;4;4;4;R$ 1.460;0;3;80%;R$ 855
ZZ.SW.000 - BRANCO PURO - XY - SHERWIN - NOVO M-LTX ACR FS;GALAO;1687;5;5;R$ 1.456;32;3;80%;R$ 995
31.23.034 - NOVA COR PISO VERMELHO LT;UNIDA;4;4;5;R$ 1.453;30;3;80%;R$ 1.001
ZZ.SV.000 - ELEFANTE - MARMOR2 - SELFCOLOR - MASSA PARA EFEITOS /;2.88L;1574;9;10;R$ 1.451;43;3;80%;R$ 961
23.01.037 - RAQUETE ELETRICA;UNIDA;39;39;43;R$ 1.449;23;3;80%;R$ 888
26.03.001 - AGUA RAZ 900 ML;UNIDA;103;83;91;R$ 1.444;7;3;80%;R$ 573
13.07.031 - TEXTURA CROMANIL  CORES ESCURAS 1/4;UNIDA;7;7;14;R$ 1.443;6;3;70%;R$ 283
ZZ.SV.000 - AZUL-PROFUNDO - C2 - SELFCOLOR - ESMALTE MULTISUPERFI;3.2L;1574;4;6;R$ 1.438;51;3;70%;R$ 974
31.23.007 - NOVA COR PISO AZUL LT;UNIDA;5;5;6;R$ 1.437;41;3;70%;R$ 1.252
99.99.998 - KIT CIMENTO QUEIMADO GL GAROA;UNIDA;1;5;5;R$ 1.436;78;3;70%;R$ 1.398
31.17.001 - NOVA COR GESSO GL;UNIDA;25;19;22;R$ 1.426;27;3;70%;R$ 933
13.05.017 - LATEX ACR FOSCO CROMANIL CHROMA KEY VERDE GL;UNIDA;8;2;5;R$ 1.417;50;3;70%;R$ 489
31.04.032 - ESMALTE NOVA COR ACET VERDE COLONIAL GL;UNIDA;15;15;15;R$ 1.413;76;3;70%;R$ 806
02.01.003 - BLOCO DE ESPUMA  CROMANIL;UNIDA;226;125;199;R$ 1.407;70;3;70%;R$ 376
07.10.001 - ROLO ESPUMA ATLAS 05 CM;UNIDA;171;171;262;R$ 1.407;24;3;70%;R$ 541
ZZ.SW.000 - FEIJOADA - W - SHERWIN - M-LTX ESM ECO ACET;GALAO;1687;5;8;R$ 1.403;59;3;60%;R$ 884
ZZ.SV.000 - MANTRA - A2 - SELFCOLOR - FOSCO COMPLETO;3.2L;1574;12;13;R$ 1.392;23;3;60%;R$ 972
ZZ.SV.000 - PAPEL-COUCHE - A2 - SELFCOLOR - FOSCO COMPLETO;16L;1574;4;6;R$ 1.391;62;3;60%;R$ 1.074
25.19.001 - MASSA PLASTICA BRANCA IBERE 400 GR;UNIDA;71;71;88;R$ 1.388;44;3;60%;R$ 569
ZZ.SV.000 - PALHA - A2 - READY MIX - FOSCO COMPLETO;16L;1574;8;9;R$ 1.388;4;3;60%;R$ 1.010
